date,state,new_cases,new_fatalities,rolling_avg_cases,rolling_avg_fatalities
2020-02-09,Arizona,0.0,0.0,0,0
2020-02-09,Illinois,0.0,0.0,0,0
2020-02-10,Washington,0.0,0.0,0,0
2020-02-10,Arizona,0.0,0.0,0,0
2020-02-10,California,0.0,0.0,0,0
2020-02-10,Illinois,0.0,0.0,0,0
2020-02-10,Massachusetts,0.0,0.0,0,0
2020-02-10,Wisconsin,0.0,0.0,0,0
2020-02-11,Washington,0.0,0.0,0,0
2020-02-11,Wisconsin,0.0,0.0,0,0
2020-02-11,Massachusetts,0.0,0.0,0,0
2020-02-11,California,0.0,0.0,0,0
2020-02-11,Illinois,0.0,0.0,0,0
2020-02-11,Arizona,0.0,0.0,0,0
2020-02-12,Arizona,0.0,0.0,0,0
2020-02-12,California,0.0,0.0,0,0
2020-02-12,Illinois,0.0,0.0,0,0
2020-02-12,Massachusetts,0.0,0.0,0,0
2020-02-12,Texas,0.0,0.0,0,0
2020-02-12,Washington,0.0,0.0,0,0
2020-02-12,Wisconsin,0.0,0.0,0,0
2020-02-13,Wisconsin,0.0,0.0,0,0
2020-02-13,Washington,0.0,0.0,0,0
2020-02-13,Texas,1.0,0.0,0,0
2020-02-13,Arizona,0.0,0.0,0,0
2020-02-13,Illinois,0.0,0.0,0,0
2020-02-13,California,0.0,0.0,0,0
2020-02-13,Massachusetts,0.0,0.0,0,0
2020-02-14,Texas,0.0,0.0,0,0
2020-02-14,Wisconsin,0.0,0.0,0,0
2020-02-14,Washington,0.0,0.0,0,0
2020-02-14,Massachusetts,0.0,0.0,0,0
2020-02-14,Illinois,0.0,0.0,0,0
2020-02-14,California,0.0,0.0,0,0
2020-02-14,Arizona,0.0,0.0,0,0
2020-02-15,Arizona,0.0,0.0,0,0
2020-02-15,California,0.0,0.0,0,0
2020-02-15,Illinois,0.0,0.0,0,0
2020-02-15,Massachusetts,0.0,0.0,0,0
2020-02-15,Texas,0.0,0.0,0,0
2020-02-15,Washington,0.0,0.0,0,0
2020-02-15,Wisconsin,0.0,0.0,0,0
2020-02-16,Arizona,0.0,0.0,0,0
2020-02-16,California,0.0,0.0,0,0
2020-02-16,Illinois,0.0,0.0,0,0
2020-02-16,Massachusetts,0.0,0.0,0,0
2020-02-16,Texas,0.0,0.0,0,0
2020-02-16,Washington,0.0,0.0,0,0
2020-02-16,Wisconsin,0.0,0.0,0,0
2020-02-17,Washington,0.0,0.0,0,0
2020-02-17,Wisconsin,0.0,0.0,0,0
2020-02-17,Nebraska,0.0,0.0,0,0
2020-02-17,Texas,0.0,0.0,0,0
2020-02-17,Illinois,0.0,0.0,0,0
2020-02-17,Massachusetts,0.0,0.0,0,0
2020-02-17,California,0.0,0.0,0,0
2020-02-17,Arizona,0.0,0.0,0,0
2020-02-18,Washington,0.0,0.0,0,0
2020-02-18,Texas,0.0,0.0,0,0
2020-02-18,Nebraska,0.0,0.0,0,0
2020-02-18,Wisconsin,0.0,0.0,0,0
2020-02-18,Illinois,0.0,0.0,0,0
2020-02-18,California,0.0,0.0,0,0
2020-02-18,Arizona,0.0,0.0,0,0
2020-02-18,Massachusetts,0.0,0.0,0,0
2020-02-19,Arizona,0.0,0.0,0,0
2020-02-19,California,0.0,0.0,0,0
2020-02-19,Illinois,0.0,0.0,0,0
2020-02-19,Massachusetts,0.0,0.0,0,0
2020-02-19,Nebraska,0.0,0.0,0,0
2020-02-19,Texas,0.0,0.0,0,0
2020-02-19,Washington,0.0,0.0,0,0
2020-02-19,Wisconsin,0.0,0.0,0,0
2020-02-20,Texas,0.0,0.0,0,0
2020-02-20,Washington,0.0,0.0,0,0
2020-02-20,Wisconsin,0.0,0.0,0,0
2020-02-20,Nebraska,1.0,0.0,0,0
2020-02-20,California,0.0,0.0,0,0
2020-02-20,Illinois,0.0,0.0,0,0
2020-02-20,Arizona,0.0,0.0,0,0
2020-02-20,Massachusetts,0.0,0.0,0,0
2020-02-21,Wisconsin,0.0,0.0,0,0
2020-02-21,Texas,2.0,0.0,0,0
2020-02-21,Nebraska,0.0,0.0,0,0
2020-02-21,Washington,0.0,0.0,0,0
2020-02-21,Illinois,0.0,0.0,0,0
2020-02-21,California,0.0,0.0,0,0
2020-02-21,Arizona,0.0,0.0,0,0
2020-02-21,Massachusetts,0.0,0.0,0,0
2020-02-22,Washington,0.0,0.0,0,0
2020-02-22,Arizona,0.0,0.0,0,0
2020-02-22,California,0.0,0.0,0,0
2020-02-22,Illinois,0.0,0.0,0,0
2020-02-22,Massachusetts,0.0,0.0,0,0
2020-02-22,Nebraska,0.0,0.0,0,0
2020-02-22,Texas,0.0,0.0,0,0
2020-02-22,Wisconsin,0.0,0.0,0,0
2020-02-23,Washington,0.0,0.0,0,0
2020-02-23,Wisconsin,0.0,0.0,0,0
2020-02-23,Nebraska,0.0,0.0,0,0
2020-02-23,Texas,0.0,0.0,0,0
2020-02-23,Illinois,0.0,0.0,0,0
2020-02-23,Massachusetts,0.0,0.0,0,0
2020-02-23,California,0.0,0.0,0,0
2020-02-23,Arizona,0.0,0.0,0,0
2020-02-24,Arizona,0.0,0.0,0,0
2020-02-24,California,1.0,0.0,0,0
2020-02-24,Illinois,0.0,0.0,0,0
2020-02-24,Massachusetts,0.0,0.0,0,0
2020-02-24,Nebraska,1.0,0.0,0,0
2020-02-24,Texas,6.0,0.0,1,0
2020-02-24,Washington,0.0,0.0,0,0
2020-02-24,Wisconsin,0.0,0.0,0,0
2020-02-25,Wisconsin,0.0,0.0,0,0
2020-02-25,Washington,0.0,0.0,0,0
2020-02-25,Utah,0.0,0.0,0,0
2020-02-25,Texas,0.0,0.0,1,0
2020-02-25,Arizona,0.0,0.0,0,0
2020-02-25,Massachusetts,0.0,0.0,0,0
2020-02-25,Illinois,0.0,0.0,0,0
2020-02-25,California,0.0,0.0,0,0
2020-02-25,Nebraska,1.0,0.0,0,0
2020-02-26,Utah,0.0,0.0,0,0
2020-02-26,Wisconsin,0.0,0.0,0,0
2020-02-26,Washington,0.0,0.0,0,0
2020-02-26,Texas,0.0,0.0,1,0
2020-02-26,Arizona,0.0,0.0,0,0
2020-02-26,Massachusetts,0.0,0.0,0,0
2020-02-26,Illinois,0.0,0.0,0,0
2020-02-26,California,12.0,0.0,2,0
2020-02-26,Nebraska,0.0,0.0,0,0
2020-02-27,Wisconsin,0.0,0.0,0,0
2020-02-27,Washington,0.0,0.0,0,0
2020-02-27,Utah,0.0,0.0,0,0
2020-02-27,Texas,0.0,0.0,1,0
2020-02-27,Nebraska,0.0,0.0,0,0
2020-02-27,Illinois,0.0,0.0,0,0
2020-02-27,California,0.0,0.0,2,0
2020-02-27,Arizona,0.0,0.0,0,0
2020-02-27,Massachusetts,0.0,0.0,0,0
2020-02-28,Texas,1.0,0.0,1,0
2020-02-28,Wisconsin,0.0,0.0,0,0
2020-02-28,Utah,0.0,0.0,0,0
2020-02-28,Oregon,0.0,0.0,0,0
2020-02-28,Washington,1.0,0.0,0,0
2020-02-28,Massachusetts,0.0,0.0,0,0
2020-02-28,Illinois,0.0,0.0,0,0
2020-02-28,California,1.0,0.0,2,0
2020-02-28,Nebraska,0.0,0.0,0,0
2020-02-28,Arizona,0.0,0.0,0,0
2020-02-29,Wisconsin,0.0,0.0,0,0
2020-02-29,Washington,3.0,1.0,1,0
2020-02-29,Utah,0.0,0.0,0,0
2020-02-29,Texas,0.0,0.0,1,0
2020-02-29,Oregon,0.0,0.0,0,0
2020-02-29,Massachusetts,0.0,0.0,0,0
2020-02-29,Illinois,1.0,0.0,0,0
2020-02-29,California,1.0,0.0,2,0
2020-02-29,Arizona,0.0,0.0,0,0
2020-02-29,Nebraska,0.0,0.0,0,0
2020-03-01,Oregon,1.0,0.0,0,0
2020-03-01,Washington,7.0,2.0,2,0
2020-03-01,Wisconsin,0.0,0.0,0,0
2020-03-01,Texas,0.0,0.0,1,0
2020-03-01,Rhode Island,0.0,0.0,0,0
2020-03-01,New York,0.0,0.0,0,0
2020-03-01,Utah,0.0,0.0,0,0
2020-03-01,Massachusetts,0.0,0.0,0,0
2020-03-01,Illinois,0.0,0.0,0,0
2020-03-01,Florida,0.0,0.0,0,0
2020-03-01,California,4.0,0.0,3,0
2020-03-01,Arizona,0.0,0.0,0,0
2020-03-01,Nebraska,0.0,0.0,0,0
2020-03-02,Wisconsin,0.0,0.0,0,0
2020-03-02,Washington,5.0,3.0,2,1
2020-03-02,Utah,0.0,0.0,0,0
2020-03-02,Texas,0.0,0.0,0,0
2020-03-02,Rhode Island,0.0,0.0,0,0
2020-03-02,Oregon,0.0,0.0,0,0
2020-03-02,New Hampshire,0.0,0.0,0,0
2020-03-02,New York,0.0,0.0,0,0
2020-03-02,Massachusetts,0.0,0.0,0,0
2020-03-02,Illinois,1.0,0.0,0,0
2020-03-02,Georgia,0.0,0.0,0,0
2020-03-02,Florida,0.0,0.0,0,0
2020-03-02,California,3.0,0.0,3,0
2020-03-02,Arizona,0.0,0.0,0,0
2020-03-02,Nebraska,0.0,0.0,0,0
2020-03-03,North Carolina,0.0,0.0,0,0
2020-03-03,Washington,9.0,4.0,4,1
2020-03-03,Utah,0.0,0.0,0,0
2020-03-03,Texas,0.0,0.0,0,0
2020-03-03,Rhode Island,0.0,0.0,0,0
2020-03-03,Oregon,0.0,0.0,0,0
2020-03-03,Wisconsin,0.0,0.0,0,0
2020-03-03,New York,0.0,0.0,0,0
2020-03-03,Massachusetts,0.0,0.0,0,0
2020-03-03,Nebraska,0.0,0.0,0,0
2020-03-03,Illinois,0.0,0.0,0,0
2020-03-03,Georgia,0.0,0.0,0,0
2020-03-03,Florida,1.0,0.0,0,0
2020-03-03,California,6.0,0.0,4,0
2020-03-03,Arizona,1.0,0.0,0,0
2020-03-03,New Hampshire,1.0,0.0,0,0
2020-03-04,Wisconsin,0.0,0.0,0,0
2020-03-04,Washington,14.0,1.0,6,2
2020-03-04,Utah,0.0,0.0,0,0
2020-03-04,Texas,0.0,0.0,0,0
2020-03-04,Rhode Island,0.0,0.0,0,0
2020-03-04,Oregon,0.0,0.0,0,0
2020-03-04,North Carolina,0.0,0.0,0,0
2020-03-04,New Jersey,0.0,0.0,0,0
2020-03-04,New York,0.0,0.0,0,0
2020-03-04,Nebraska,0.0,0.0,0,0
2020-03-04,Massachusetts,0.0,0.0,0,0
2020-03-04,Illinois,0.0,0.0,0,0
2020-03-04,Georgia,0.0,0.0,0,0
2020-03-04,Florida,0.0,0.0,0,0
2020-03-04,California,10.0,1.0,4,0
2020-03-04,Arizona,0.0,0.0,0,0
2020-03-04,New Hampshire,0.0,0.0,0,0
2020-03-05,New Jersey,1.0,0.0,0,0
2020-03-05,New York,8.0,0.0,0,0
2020-03-05,North Carolina,0.0,0.0,0,0
2020-03-05,Oregon,0.0,0.0,0,0
2020-03-05,Washington,28.0,0.0,10,2
2020-03-05,Tennessee,0.0,0.0,0,0
2020-03-05,Texas,0.0,0.0,0,0
2020-03-05,Utah,0.0,0.0,0,0
2020-03-05,Rhode Island,0.0,0.0,0,0
2020-03-05,New Hampshire,0.0,0.0,0,0
2020-03-05,Wisconsin,0.0,0.0,0,0
2020-03-05,Nebraska,0.0,0.0,0,0
2020-03-05,Massachusetts,0.0,0.0,0,0
2020-03-05,Maryland,0.0,0.0,0,0
2020-03-05,Illinois,1.0,0.0,0,0
2020-03-05,Georgia,0.0,0.0,0,0
2020-03-05,Florida,0.0,0.0,0,0
2020-03-05,Colorado,0.0,0.0,0,0
2020-03-05,California,12.0,0.0,5,0
2020-03-05,Arizona,0.0,0.0,0,0
2020-03-05,Nevada,0.0,0.0,0,0
2020-03-06,North Carolina,0.0,0.0,0,0
2020-03-06,Oklahoma,0.0,0.0,0,0
2020-03-06,Oregon,0.0,0.0,0,0
2020-03-06,Pennsylvania,0.0,0.0,0,0
2020-03-06,Rhode Island,0.0,0.0,0,0
2020-03-06,Utah,0.0,0.0,0,0
2020-03-06,Tennessee,0.0,0.0,0,0
2020-03-06,Texas,3.0,0.0,0,0
2020-03-06,New Jersey,1.0,0.0,0,0
2020-03-06,Washington,8.0,1.0,11,2
2020-03-06,Wisconsin,0.0,0.0,0,0
2020-03-06,South Carolina,0.0,0.0,0,0
2020-03-06,New Hampshire,0.0,0.0,0,0
2020-03-06,New York,19.0,0.0,0,0
2020-03-06,Nebraska,1.0,0.0,0,0
2020-03-06,Nevada,0.0,0.0,0,0
2020-03-06,Arizona,0.0,0.0,0,0
2020-03-06,California,13.0,0.0,7,0
2020-03-06,Florida,0.0,1.0,0,0
2020-03-06,Georgia,0.0,0.0,0,0
2020-03-06,Hawaii,0.0,0.0,0,0
2020-03-06,Colorado,2.0,0.0,0,0
2020-03-06,Indiana,0.0,0.0,0,0
2020-03-06,Kentucky,0.0,0.0,0,0
2020-03-06,Maryland,0.0,0.0,0,0
2020-03-06,Massachusetts,5.0,0.0,1,0
2020-03-06,Minnesota,0.0,0.0,0,0
2020-03-06,Illinois,1.0,0.0,1,0
2020-03-07,Rhode Island,0.0,0.0,0,0
2020-03-07,New York,36.0,0.0,9,0
2020-03-07,North Carolina,0.0,0.0,0,0
2020-03-07,Oklahoma,0.0,0.0,0,0
2020-03-07,Oregon,1.0,0.0,0,0
2020-03-07,Pennsylvania,0.0,0.0,0,0
2020-03-07,South Carolina,0.0,0.0,0,0
2020-03-07,Wisconsin,0.0,0.0,0,0
2020-03-07,Texas,0.0,0.0,0,0
2020-03-07,Utah,0.0,0.0,0,0
2020-03-07,Vermont,0.0,0.0,0,0
2020-03-07,Virginia,0.0,0.0,0,0
2020-03-07,Washington,23.0,4.0,13,2
2020-03-07,New Jersey,0.0,0.0,0,0
2020-03-07,Tennessee,0.0,0.0,0,0
2020-03-07,New Hampshire,1.0,0.0,0,0
2020-03-07,Illinois,0.0,0.0,0,0
2020-03-07,Nebraska,0.0,0.0,0,0
2020-03-07,Arizona,2.0,0.0,0,0
2020-03-07,California,15.0,0.0,9,0
2020-03-07,Colorado,0.0,0.0,0,0
2020-03-07,District of Columbia,0.0,0.0,0,0
2020-03-07,Georgia,2.0,0.0,0,0
2020-03-07,Hawaii,0.0,0.0,0,0
2020-03-07,Nevada,0.0,0.0,0,0
2020-03-07,Florida,2.0,0.0,0,0
2020-03-07,Kansas,0.0,0.0,0,0
2020-03-07,Kentucky,0.0,0.0,0,0
2020-03-07,Maryland,0.0,0.0,0,0
2020-03-07,Massachusetts,4.0,0.0,1,0
2020-03-07,Minnesota,0.0,0.0,0,0
2020-03-07,Missouri,0.0,0.0,0,0
2020-03-07,Indiana,0.0,0.0,0,0
2020-03-08,Pennsylvania,2.0,0.0,0,0
2020-03-08,New Jersey,1.0,0.0,0,0
2020-03-08,New York,13.0,0.0,11,0
2020-03-08,North Carolina,0.0,0.0,0,0
2020-03-08,Oklahoma,0.0,0.0,0,0
2020-03-08,Oregon,5.0,0.0,1,0
2020-03-08,Rhode Island,0.0,0.0,0,0
2020-03-08,Wisconsin,0.0,0.0,0,0
2020-03-08,Tennessee,0.0,0.0,0,0
2020-03-08,Texas,4.0,0.0,1,0
2020-03-08,Utah,0.0,0.0,0,0
2020-03-08,Vermont,0.0,0.0,0,0
2020-03-08,Virginia,1.0,0.0,0,0
2020-03-08,Washington,30.0,3.0,17,2
2020-03-08,New Hampshire,0.0,0.0,0,0
2020-03-08,South Carolina,3.0,0.0,0,0
2020-03-08,Nebraska,2.0,0.0,0,0
2020-03-08,Nevada,2.0,0.0,0,0
2020-03-08,District of Columbia,0.0,0.0,0,0
2020-03-08,Missouri,0.0,0.0,0,0
2020-03-08,Arizona,0.0,0.0,0,0
2020-03-08,California,12.0,0.0,10,0
2020-03-08,Colorado,0.0,0.0,0,0
2020-03-08,Connecticut,0.0,0.0,0,0
2020-03-08,Florida,1.0,0.0,1,0
2020-03-08,Georgia,3.0,0.0,1,0
2020-03-08,Hawaii,1.0,0.0,0,0
2020-03-08,Indiana,0.0,0.0,0,0
2020-03-08,Iowa,0.0,0.0,0,0
2020-03-08,Kansas,0.0,0.0,0,0
2020-03-08,Kentucky,1.0,0.0,0,0
2020-03-08,Maryland,1.0,0.0,0,0
2020-03-08,Massachusetts,14.0,0.0,3,0
2020-03-08,Minnesota,0.0,0.0,0,0
2020-03-08,Illinois,1.0,0.0,1,0
2020-03-09,Ohio,0.0,0.0,0,0
2020-03-09,Oklahoma,0.0,0.0,0,0
2020-03-09,North Carolina,5.0,0.0,1,0
2020-03-09,New Hampshire,0.0,0.0,0,0
2020-03-09,New Jersey,1.0,0.0,0,0
2020-03-09,Oregon,0.0,0.0,1,0
2020-03-09,New York,30.0,0.0,15,0
2020-03-09,Pennsylvania,3.0,0.0,0,0
2020-03-09,Wisconsin,0.0,0.0,0,0
2020-03-09,South Carolina,1.0,0.0,0,0
2020-03-09,Tennessee,1.0,0.0,0,0
2020-03-09,Texas,0.0,0.0,1,0
2020-03-09,Utah,0.0,0.0,0,0
2020-03-09,Vermont,0.0,0.0,0,0
2020-03-09,Virginia,2.0,0.0,0,0
2020-03-09,Washington,38.0,3.0,21,2
2020-03-09,Rhode Island,0.0,0.0,0,0
2020-03-09,Nevada,0.0,0.0,0,0
2020-03-09,Colorado,2.0,0.0,0,0
2020-03-09,Missouri,0.0,0.0,0,0
2020-03-09,Nebraska,0.0,0.0,0,0
2020-03-09,Arizona,0.0,0.0,0,0
2020-03-09,California,59.0,1.0,18,0
2020-03-09,Connecticut,1.0,0.0,0,0
2020-03-09,District of Columbia,3.0,0.0,0,0
2020-03-09,Georgia,2.0,0.0,1,0
2020-03-09,Hawaii,0.0,0.0,0,0
2020-03-09,Illinois,4.0,0.0,1,0
2020-03-09,Florida,1.0,0.0,1,0
2020-03-09,Iowa,4.0,0.0,0,0
2020-03-09,Kansas,0.0,0.0,0,0
2020-03-09,Kentucky,1.0,0.0,0,0
2020-03-09,Louisiana,0.0,0.0,0,0
2020-03-09,Maryland,0.0,0.0,0,0
2020-03-09,Massachusetts,13.0,0.0,5,0
2020-03-09,Minnesota,0.0,0.0,0,0
2020-03-09,Indiana,1.0,0.0,0,0
2020-03-10,Pennsylvania,1.0,0.0,0,0
2020-03-10,New Jersey,2.0,1.0,1,0
2020-03-10,New York,14.0,0.0,17,0
2020-03-10,North Carolina,0.0,0.0,1,0
2020-03-10,Ohio,0.0,0.0,0,0
2020-03-10,Oklahoma,1.0,0.0,0,0
2020-03-10,Oregon,0.0,0.0,1,0
2020-03-10,Rhode Island,0.0,0.0,0,0
2020-03-10,Wisconsin,1.0,0.0,0,0
2020-03-10,South Dakota,0.0,0.0,0,0
2020-03-10,Tennessee,2.0,0.0,0,0
2020-03-10,Texas,3.0,0.0,1,0
2020-03-10,Utah,0.0,0.0,0,0
2020-03-10,Vermont,0.0,0.0,0,0
2020-03-10,Virginia,1.0,0.0,0,0
2020-03-10,Washington,98.0,2.0,34,2
2020-03-10,New Hampshire,1.0,0.0,0,0
2020-03-10,South Carolina,2.0,0.0,0,0
2020-03-10,Nevada,0.0,0.0,0,0
2020-03-10,Indiana,0.0,0.0,0,0
2020-03-10,Missouri,0.0,0.0,0,0
2020-03-10,Arizona,0.0,0.0,0,0
2020-03-10,California,5.0,1.0,18,0
2020-03-10,Colorado,4.0,0.0,0,0
2020-03-10,Connecticut,0.0,0.0,0,0
2020-03-10,District of Columbia,0.0,0.0,0,0
2020-03-10,Georgia,4.0,0.0,2,0
2020-03-10,Hawaii,0.0,0.0,0,0
2020-03-10,Illinois,6.0,0.0,2,0
2020-03-10,Florida,1.0,0.0,1,0
2020-03-10,Iowa,5.0,0.0,0,0
2020-03-10,Nebraska,1.0,0.0,1,0
2020-03-10,Michigan,0.0,0.0,0,0
2020-03-10,Massachusetts,50.0,0.0,12,0
2020-03-10,Maryland,3.0,0.0,0,0
2020-03-10,Minnesota,0.0,0.0,0,0
2020-03-10,Kentucky,2.0,0.0,0,0
2020-03-10,Kansas,0.0,0.0,0,0
2020-03-10,Louisiana,0.0,0.0,0,0
2020-03-11,Oregon,1.0,0.0,1,0
2020-03-11,New Jersey,6.0,0.0,2,0
2020-03-11,New Mexico,0.0,0.0,0,0
2020-03-11,New York,28.0,0.0,21,0
2020-03-11,North Carolina,1.0,0.0,1,0
2020-03-11,North Dakota,0.0,0.0,0,0
2020-03-11,Ohio,0.0,0.0,0,0
2020-03-11,Oklahoma,0.0,0.0,0,0
2020-03-11,Pennsylvania,2.0,0.0,0,0
2020-03-11,Washington,57.0,5.0,40,3
2020-03-11,South Carolina,0.0,0.0,0,0
2020-03-11,South Dakota,2.0,0.0,0,0
2020-03-11,Tennessee,1.0,0.0,1,0
2020-03-11,Texas,1.0,0.0,2,0
2020-03-11,Utah,1.0,0.0,0,0
2020-03-11,Vermont,0.0,0.0,0,0
2020-03-11,Virginia,0.0,0.0,0,0
2020-03-11,Nevada,3.0,0.0,1,0
2020-03-11,Wisconsin,0.0,0.0,0,0
2020-03-11,Wyoming,0.0,0.0,0,0
2020-03-11,Rhode Island,0.0,0.0,0,0
2020-03-11,Nebraska,6.0,0.0,1,0
2020-03-11,New Hampshire,0.0,0.0,0,0
2020-03-11,Mississippi,0.0,0.0,0,0
2020-03-11,Missouri,0.0,0.0,0,0
2020-03-11,Arizona,3.0,0.0,1,0
2020-03-11,Arkansas,0.0,0.0,0,0
2020-03-11,California,21.0,1.0,20,0
2020-03-11,Colorado,8.0,0.0,2,0
2020-03-11,Connecticut,1.0,0.0,0,0
2020-03-11,District of Columbia,6.0,0.0,0,0
2020-03-11,Florida,1.0,0.0,1,0
2020-03-11,Georgia,4.0,0.0,2,0
2020-03-11,Hawaii,0.0,0.0,0,0
2020-03-11,Delaware,0.0,0.0,0,0
2020-03-11,Indiana,0.0,0.0,0,0
2020-03-11,Iowa,1.0,0.0,0,0
2020-03-11,Kansas,0.0,0.0,0,0
2020-03-11,Kentucky,0.0,0.0,0,0
2020-03-11,Louisiana,6.0,0.0,0,0
2020-03-11,Maryland,3.0,0.0,1,0
2020-03-11,Massachusetts,3.0,0.0,13,0
2020-03-11,Michigan,0.0,0.0,0,0
2020-03-11,Illinois,5.0,0.0,3,0
2020-03-11,Minnesota,1.0,0.0,0,0
2020-03-12,Oklahoma,0.0,0.0,0,0
2020-03-12,Ohio,0.0,0.0,0,0
2020-03-12,North Dakota,0.0,0.0,0,0
2020-03-12,North Carolina,1.0,0.0,1,0
2020-03-12,New Hampshire,1.0,0.0,0,0
2020-03-12,New Mexico,2.0,0.0,0,0
2020-03-12,New Jersey,3.0,0.0,2,0
2020-03-12,Oregon,9.0,0.0,2,0
2020-03-12,New York,59.0,0.0,28,0
2020-03-12,Pennsylvania,4.0,0.0,2,0
2020-03-12,Wisconsin,2.0,0.0,0,0
2020-03-12,South Carolina,2.0,0.0,1,0
2020-03-12,South Dakota,0.0,0.0,0,0
2020-03-12,Tennessee,9.0,0.0,2,0
2020-03-12,Texas,8.0,0.0,3,0
2020-03-12,Utah,2.0,0.0,0,0
2020-03-12,Vermont,0.0,0.0,0,0
2020-03-12,Virginia,0.0,0.0,0,0
2020-03-12,Washington,77.0,3.0,47,3
2020-03-12,Wyoming,0.0,0.0,0,0
2020-03-12,Nevada,3.0,0.0,1,0
2020-03-12,Rhode Island,0.0,0.0,0,0
2020-03-12,Nebraska,0.0,0.0,1,0
2020-03-12,Arizona,0.0,0.0,1,0
2020-03-12,Mississippi,0.0,0.0,0,0
2020-03-12,Missouri,0.0,0.0,0,0
2020-03-12,Alaska,0.0,0.0,0,0
2020-03-12,Arkansas,0.0,0.0,0,0
2020-03-12,California,49.0,0.0,25,0
2020-03-12,Colorado,13.0,1.0,4,0
2020-03-12,Connecticut,2.0,0.0,0,0
2020-03-12,District of Columbia,0.0,0.0,0,0
2020-03-12,Florida,13.0,0.0,3,0
2020-03-12,Georgia,0.0,1.0,2,0
2020-03-12,Hawaii,0.0,0.0,0,0
2020-03-12,Delaware,3.0,0.0,0,0
2020-03-12,Indiana,1.0,0.0,0,0
2020-03-12,Illinois,7.0,0.0,3,0
